"","Unweighted_Count","Weighted_Count.total","Weighted_Count.high_srh","Proportion","Lower_CI","Upper_CI","SE","HBA1C"
"nhanes01_02w",72,2180700.339026,316516.700206465,58.9471515358494,50.9821138902838,66.4691619402732,3.66141788978395,"7-9"
"nhanes03_04w",70,2495295.287466,484166.109720066,57.0812156301279,45.030599969532,68.3470142773339,5.5699191790235,"7-9"
"nhanes05_06w",63,2575282.698139,498375.024458628,59.1162043523853,45.5691357414573,71.4071899639544,6.11361086129013,"7-9"
"nhanes07_08w",107,2771334.906305,424152.143541248,51.3298870020065,40.9133549010496,61.6321658610616,4.95846161277344,"7-9"
"nhanes09_10w",101,3232083.402431,484363.214255428,56.0141774510184,43.2463327163685,68.032869479797,5.93628006546793,"7-9"
"nhanes11_12w",98,3218551.197368,559451.507269673,55.7596694456914,42.3730950961873,68.3586643790812,6.30077756494588,"7-9"
"nhanes13_14w",112,4421336.594478,601107.796587601,58.2062898802204,46.8421367736631,68.7611849829158,5.2241494546501,"7-9"
"nhanes15_16w",146,5311430.141649,882146.642995829,63.5653699023326,51.3699951310518,74.2362617554402,5.45173582615783,"7-9"
"nhanes17_18w",149,5596584.00553042,702288.834196134,60.6215570544828,51.5946593198008,68.9772521413515,4.11731825973762,"7-9"
