"","Unweighted_Count","Weighted_Count.total","Weighted_Count.high_srh","Proportion","Lower_CI","Upper_CI","SE","Education"
"nhanes01_02w",61,1264127.903855,243160.040443935,36.9644835457383,26.6656594902197,48.6046341402102,5.22447327375412,"Less than high school"
"nhanes03_04w",64,1513231.660099,182588.944542686,38.5614380198861,32.1382661458978,45.4093412454821,3.11103184734948,"Less than high school"
"nhanes05_06w",60,1485570.672588,278029.870685165,41.6180587019642,27.0828459666336,57.7734095838832,7.43190604728878,"Less than high school"
"nhanes07_08w",109,2120545.284885,250436.274634483,41.2991403195232,32.7172095593887,50.4444355082456,4.22430069261499,"Less than high school"
"nhanes09_10w",89,1963391.28127,300505.899121088,40.9886204283912,30.5570895790229,52.299292551353,5.18010509788095,"Less than high school"
"nhanes11_12w",81,2016763.323075,321860.955329679,41.629707525876,30.1888984117992,54.049429449801,5.73497632844766,"Less than high school"
"nhanes13_14w",74,1893916.741522,380592.612979919,41.8909951909927,31.1708611209104,53.4356766265991,5.30936687575912,"Less than high school"
"nhanes15_16w",93,2332337.867458,329316.80488959,45.1201093594818,36.3085173581721,54.248743421551,4.25404803048548,"Less than high school"
"nhanes17_18w",63,1442699.67577603,261899.831087527,35.2906878731312,25.9902967971029,45.8570446322971,4.68683825098506,"Less than high school"
