"","Unweighted_Count","Weighted_Count.total","Weighted_Count.high_srh","Proportion","Lower_CI","Upper_CI","SE","Age"
"nhanes01_02w",121,4851221.595747,612936.583094727,61.7993430112598,52.9207112506927,69.9542121168311,4.03250175718855,"<65"
"nhanes03_04w",108,4701785.512937,679909.86767537,58.3519191972785,46.7168107943094,69.1254495703264,5.34465718559638,"<65"
"nhanes05_06w",122,5693092.999474,856118.344810329,61.8717793697065,52.3972637748872,70.5214657331149,4.2959424672204,"<65"
"nhanes07_08w",172,5463641.492637,463697.810756699,53.9665401114991,46.5835790332392,61.1794480630721,3.46718106816424,"<65"
"nhanes09_10w",144,4462791.617474,525316.581656387,48.7753501224555,37.7988045744166,59.8712923963055,5.29306106968517,"<65"
"nhanes11_12w",177,6447040.005241,786397.510843994,56.1334650679592,46.7414765897704,65.1056588881664,4.40123496064412,"<65"
"nhanes13_14w",178,7418075.397289,772240.344872956,55.5995834237581,48.4992144547784,62.4783775936134,3.30059543808722,"<65"
"nhanes15_16w",203,8320717.518582,867938.867098099,58.1305043980034,49.0763825563448,66.6681726792245,4.16885794832555,"<65"
"nhanes17_18w",191,8423336.15551252,665132.903935416,60.065928437078,51.9019969268899,67.7063457311517,3.73732388677754,"<65"
