"","Unweighted_Count","Weighted_Count.total","Weighted_Count.low_srh","Proportion","Lower_CI","Upper_CI","SE","HBA1C"
"nhanes01_02w",30,748335.706648,249866.038223617,36.2063743361284,19.8219326988877,56.5772827666068,8.72104730786011,">9"
"nhanes03_04w",34,683865.998736,154356.50173849,43.0496265135584,27.1498674274187,60.5247577493201,7.7816078382414,">9"
"nhanes05_06w",44,965182.114802,201108.019015471,51.1706187180695,30.8891669111966,71.0738319608097,9.85563469707238,">9"
"nhanes07_08w",46,899912.826841,210173.52227805,41.339223981967,24.2659907251989,60.7837788445401,8.91164836642465,">9"
"nhanes09_10w",52,964114.598629,157282.896414974,57.0819485788169,39.4541107853368,73.0793887980646,8.02209365603956,">9"
"nhanes11_12w",56,1560679.000503,340199.382925789,54.0718140717456,38.775233623768,68.6377590966713,7.22386697985892,">9"
"nhanes13_14w",53,1649669.754892,297280.012368916,54.4163696610036,36.5651929262357,71.2006401486081,8.47254850410384,">9"
"nhanes15_16w",70,1796436.246158,296497.802231172,54.4804324796049,40.6789530280134,67.6263297567827,6.48010266907489,">9"
"nhanes17_18w",54,1247070.22293287,177616.429908576,44.3617130914911,31.6203672856009,57.8905985533105,6.26928662570541,">9"
