"","Unweighted_count","Proportion","Lower","Upper","SE"
"nhanes01_02w",41,25.9240277887669,17.7344066080522,36.2299942799975,0.0436537238571169
"nhanes03_04w",42,32.3452906038523,20.5758186801158,46.8738150218417,0.0629084101393643
"nhanes05_06w",40,22.6039198940298,12.6605327326498,37.0443972451982,0.0571382395922777
"nhanes07_08w",56,34.0484507580805,24.164989144711,45.5464227153071,0.0508349100457352
"nhanes09_10w",63,39.4057969710576,26.4391985430138,54.0583525492364,0.0667903214654642
"nhanes11_12w",55,36.3675974861718,24.3852939729546,50.3195285042056,0.0624660443088377
"nhanes13_14w",60,29.338813645003,20.93593849798,39.4322398887113,0.0437495675121414
"nhanes15_16w",74,26.6603734070867,17.6886346027485,38.0775335037304,0.048221221119968
"nhanes17_18w",56,29.6068642778327,20.3144107734743,40.9647978124811,0.0486506976553036
