"","Unweighted_Count","Weighted_Count.total","Weighted_Count.low_srh","Proportion","Lower_CI","Upper_CI","SE","HBA1C"
"01/02-03/04",138,1767281.549259,254344.736145263,42.2562356661713,35.4607098905219,49.358085254757,3.42402029646371,"7-9"
"05/06-07/08",171,2204377.564258,322002.25751804,45.1930976826785,37.2406346399399,53.3988446976594,3.98481451845167,"7-9"
"09/10-11/12",189,2545833.475228,351852.091820638,44.1130993528636,35.5671504618332,53.0226755095111,4.32844738659479,"7-9"
"13/14-15/16",236,3109532.801438,296255.15363967,38.9865282248022,31.5012787042117,47.0292500113395,3.83090686906517,"7-9"
"2017-2018",112,1817709.52990786,309737.54933831,39.3784429455172,31.0227478586484,48.4053406801992,4.11731825973762,"7-9"
