"","Unweighted_Count","Weighted_Count.total","Weighted_Count.high_srh","Proportion","Lower_CI","Upper_CI","SE","Race"
"nhanes01_02w",14,778796.461146,300939.353896124,81.219042315482,45.2068339145608,95.7747867803505,7.94032584331929,"Other"
"nhanes03_04w",7,329795.93108,164871.258536324,39.0740452564778,5.173143593785,88.2898633903365,13.6351702098263,"Other"
"nhanes05_06w",9,534889.039742,201352.066360931,85.2539176168701,0,NA,10.150178758804,"Other"
"nhanes07_08w",7,456101.262887,231247.427868097,48.838475485412,6.65438374025158,92.7445389048821,15.0672370800961,"Other"
"nhanes09_10w",15,523007.976424,196620.428512605,49.0066487042138,18.9235276811839,79.8268636891649,12.7383117847884,"Other"
"nhanes11_12w",46,1257388.364528,468122.149306912,72.4358590062455,52.9295060135507,85.9971942884619,7.49233331923037,"Other"
"nhanes13_14w",46,882678.132553,224975.073408831,54.8846165432695,35.8000282953222,72.632846175633,8.37616813818927,"Other"
"nhanes15_16w",52,1220469.370515,237876.422327409,54.0335127662427,38.6584864687397,68.6772698400692,7.2189649681651,"Other"
"nhanes17_18w",95,1995603.30826968,396324.21325868,68.7196114151165,54.7797464454729,79.9361917860633,6.00330192093814,"Other"
