"","Unweighted_Count","Weighted_Count.total","Weighted_Count.high_srh","Proportion","Lower_CI","Upper_CI","SE","HBA1C"
"nhanes01_02w",97,3250984.762273,460302.108323954,55.747914817186,42.7019954203389,68.046186961565,6.07591361064922,"<7"
"nhanes03_04w",127,4762234.286822,833693.956279614,60.50325035477,51.1313202146377,69.1618506663699,4.27404020982715,"<7"
"nhanes05_06w",128,5317899.059673,785218.124289474,67.9374562202205,58.8168696014609,75.8669351828202,4.03160659676509,"<7"
"nhanes07_08w",171,4884458.224989,521852.010099617,57.7068686762403,50.8194832652336,64.3071575625915,3.2002038446602,"<7"
"nhanes09_10w",171,4959372.586569,637504.508246502,59.7877265167963,52.4080000146084,66.7491604697527,3.40497126291162,"<7"
"nhanes11_12w",168,6023365.69033,738771.734753433,61.844070882018,51.2965251477645,71.3817478985304,4.82120708805319,"<7"
"nhanes13_14w",179,6784155.007402,798559.274124637,63.7379919243556,54.3578323293534,72.1771070153798,4.22092588971748,"<7"
"nhanes15_16w",188,8189870.671252,1255682.57321389,67.2269035782496,55.9223278443066,76.8332738801074,4.96636260168883,"<7"
"nhanes17_18w",228,9042812.11845208,959261.355150906,69.1356392593608,63.5655281668704,74.1998242138407,2.50191051267527,"<7"
