"","Unweighted_count","Proportion","Lower","Upper","SE"
"nhanes01_02w",151,53.7014485845804,43.6512398223752,63.4596503945811,0.0470859953879758
"nhanes03_04w",161,46.5550372857394,38.2154220376672,55.0917949300628,0.0399695194327355
"nhanes05_06w",137,45.0681494849195,37.2295515400727,53.1594457993298,0.0376864658346135
"nhanes07_08w",218,52.7347932102481,43.9410201352968,61.3620849998624,0.0415113894338122
"nhanes09_10w",188,42.9650697576017,36.4598860988252,49.7226503964846,0.0314629845971453
"nhanes11_12w",198,46.4715334286875,36.4171606316392,56.8211099004095,0.0490396538883481
"nhanes13_14w",196,43.9204761152428,36.8322388432391,51.2657374022091,0.034092834743364
"nhanes15_16w",232,40.1725023087663,30.4897022213571,50.687972318982,0.0480135327538515
"nhanes17_18w",233,36.8224194039215,31.8325209749524,42.1113004001684,0.0241903208213985
